Country,Time,Balance,Product,Value,Unit
Australia,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",10666.4646,GWh
Australia,Oct-19,Net Electricity Production,Natural Gas,4269.9729,GWh
Australia,Oct-19,Net Electricity Production,Solar,1954.1221,GWh
Australia,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4761.7687,GWh
Australia,Oct-19,Total Imports,Electricity,0.0,GWh
Australia,Oct-19,Total Exports,Electricity,0.0,GWh
Australia,Oct-19,Distribution Losses,Electricity,807.4342,GWh
Australia,Oct-19,Final Consumption (Calculated),Electricity,19249.8558,GWh
Australia,Oct-19,Net Electricity Production,Wind,1632.5826,GWh
Denmark,Oct-19,Net Electricity Production,Electricity,2258.5824,GWh
Denmark,Oct-19,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Oct-19,Net Electricity Production,Hydro,1.8272,GWh
Denmark,Oct-19,Net Electricity Production,Total Combustible Fuels,950.9847,GWh
Denmark,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",187.0815,GWh
Denmark,Oct-19,Net Electricity Production,Natural Gas,178.5852,GWh
Denmark,Oct-19,Net Electricity Production,Solar,45.69,GWh
Denmark,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1801.7779,GWh
Denmark,Oct-19,Total Imports,Electricity,1214.081,GWh
Denmark,Oct-19,Total Exports,Electricity,608.5048,GWh
Denmark,Oct-19,Distribution Losses,Electricity,155.6263,GWh
Denmark,Oct-19,Final Consumption (Calculated),Electricity,2708.5323,GWh
Denmark,Oct-19,Net Electricity Production,Wind,1260.0805,GWh
France,Oct-19,Net Electricity Production,Electricity,41779.829,GWh
France,Oct-19,Net Electricity Production,Nuclear,29162.9484,GWh
France,Oct-19,Net Electricity Production,Hydro,3879.8084,GWh
France,Oct-19,Net Electricity Production,Total Combustible Fuels,4324.0009,GWh
France,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",236.0634,GWh
France,Oct-19,Net Electricity Production,Natural Gas,2959.1156,GWh
France,Oct-19,Net Electricity Production,Solar,839.8757,GWh
France,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8740.6195,GWh
France,Oct-19,Total Imports,Electricity,1360.1016,GWh
France,Oct-19,Total Exports,Electricity,5605.3543,GWh
France,Oct-19,Distribution Losses,Electricity,2802.9961,GWh
France,Oct-19,Final Consumption (Calculated),Electricity,34211.1111,GWh
France,Oct-19,Net Electricity Production,Wind,3480.23,GWh
Germany,Oct-19,Net Electricity Production,Electricity,49745.8649,GWh
Germany,Oct-19,Net Electricity Production,Nuclear,6742.3555,GWh
Germany,Oct-19,Net Electricity Production,Hydro,2055.9024,GWh
Germany,Oct-19,Net Electricity Production,Total Combustible Fuels,26610.5856,GWh
Germany,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",13476.4354,GWh
Germany,Oct-19,Net Electricity Production,Natural Gas,8193.7987,GWh
Germany,Oct-19,Net Electricity Production,Solar,2570.3636,GWh
Germany,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",20233.165,GWh
Germany,Oct-19,Total Imports,Electricity,2731.3351,GWh
Germany,Oct-19,Total Exports,Electricity,6620.1972,GWh
Germany,Oct-19,Distribution Losses,Electricity,2547.4382,GWh
Germany,Oct-19,Final Consumption (Calculated),Electricity,42583.9281,GWh
Germany,Oct-19,Net Electricity Production,Wind,11636.9124,GWh
Japan,Oct-19,Net Electricity Production,Electricity,77311.8575,GWh
Japan,Oct-19,Net Electricity Production,Nuclear,4794.0704,GWh
Japan,Oct-19,Net Electricity Production,Hydro,6734.4208,GWh
Japan,Oct-19,Net Electricity Production,Total Combustible Fuels,57913.1592,GWh
Japan,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",23884.2621,GWh
Japan,Oct-19,Net Electricity Production,Natural Gas,28334.5401,GWh
Japan,Oct-19,Net Electricity Production,Solar,5475.7181,GWh
Japan,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15063.3627,GWh
Japan,Oct-19,Total Imports,Electricity,0.0,GWh
Japan,Oct-19,Total Exports,Electricity,0.0,GWh
Japan,Oct-19,Distribution Losses,Electricity,3421.4238,GWh
Japan,Oct-19,Final Consumption (Calculated),Electricity,73082.9328,GWh
Japan,Oct-19,Net Electricity Production,Wind,617.3142,GWh
United Kingdom,Oct-19,Net Electricity Production,Electricity,27028.3996,GWh
United Kingdom,Oct-19,Net Electricity Production,Nuclear,4804.2361,GWh
United Kingdom,Oct-19,Net Electricity Production,Hydro,814.2205,GWh
United Kingdom,Oct-19,Net Electricity Production,Total Combustible Fuels,14529.7559,GWh
United Kingdom,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",455.2053,GWh
United Kingdom,Oct-19,Net Electricity Production,Natural Gas,10868.4706,GWh
United Kingdom,Oct-19,Net Electricity Production,Solar,560.3448,GWh
United Kingdom,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10459.8563,GWh
United Kingdom,Oct-19,Total Imports,Electricity,1630.6182,GWh
United Kingdom,Oct-19,Total Exports,Electricity,400.9399,GWh
United Kingdom,Oct-19,Distribution Losses,Electricity,2277.5168,GWh
United Kingdom,Oct-19,Final Consumption (Calculated),Electricity,25753.074,GWh
United Kingdom,Oct-19,Net Electricity Production,Wind,6314.5906,GWh
United States,Oct-19,Net Electricity Production,Electricity,327235.6734,GWh
United States,Oct-19,Net Electricity Production,Nuclear,62045.7608,GWh
United States,Oct-19,Net Electricity Production,Hydro,18598.6302,GWh
United States,Oct-19,Net Electricity Production,Total Combustible Fuels,209414.2637,GWh
United States,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",70191.5908,GWh
United States,Oct-19,Net Electricity Production,Natural Gas,131295.2739,GWh
United States,Oct-19,Net Electricity Production,Solar,8075.7982,GWh
United States,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",60080.0795,GWh
United States,Oct-19,Total Imports,Electricity,4174.5104,GWh
United States,Oct-19,Total Exports,Electricity,1462.3657,GWh
United States,Oct-19,Distribution Losses,Electricity,12053.6297,GWh
United States,Oct-19,Final Consumption (Calculated),Electricity,316120.0837,GWh
United States,Oct-19,Net Electricity Production,Wind,27493.9195,GWh
People's Republic of China,Oct-19,Net Electricity Production,Electricity,576466.52,GWh
People's Republic of China,Oct-19,Net Electricity Production,Nuclear,27033.236,GWh
People's Republic of China,Oct-19,Net Electricity Production,Hydro,117364.1721,GWh
People's Republic of China,Oct-19,Net Electricity Production,Total Combustible Fuels,380628.019,GWh
People's Republic of China,Oct-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",355512.8445,GWh
People's Republic of China,Oct-19,Net Electricity Production,Natural Gas,15514.0649,GWh
People's Republic of China,Oct-19,Net Electricity Production,Solar,18691.3749,GWh
People's Republic of China,Oct-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",176906.3424,GWh
People's Republic of China,Oct-19,Net Electricity Production,Wind,32733.8034,GWh
Australia,Sep-19,Net Electricity Production,Electricity,19638.2615,GWh
Australia,Sep-19,Net Electricity Production,Nuclear,0.0,GWh
Australia,Sep-19,Net Electricity Production,Hydro,1130.949,GWh
Australia,Sep-19,Net Electricity Production,Total Combustible Fuels,15147.508,GWh
Australia,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",10361.2037,GWh
Australia,Sep-19,Net Electricity Production,Natural Gas,4152.2305,GWh
Australia,Sep-19,Net Electricity Production,Solar,1709.3557,GWh
Australia,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4737.5029,GWh
Australia,Sep-19,Total Imports,Electricity,0.0,GWh
Australia,Sep-19,Total Exports,Electricity,0.0,GWh
Australia,Sep-19,Distribution Losses,Electricity,789.0226,GWh
Australia,Sep-19,Final Consumption (Calculated),Electricity,18801.0798,GWh
Australia,Sep-19,Net Electricity Production,Wind,1650.4488,GWh
Denmark,Sep-19,Net Electricity Production,Electricity,2067.0513,GWh
Denmark,Sep-19,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Sep-19,Net Electricity Production,Hydro,1.1189,GWh
Denmark,Sep-19,Net Electricity Production,Total Combustible Fuels,477.8318,GWh
Denmark,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",62.604,GWh
Denmark,Sep-19,Net Electricity Production,Natural Gas,87.2885,GWh
Denmark,Sep-19,Net Electricity Production,Solar,79.495,GWh
Denmark,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1857.0923,GWh
Denmark,Sep-19,Total Imports,Electricity,1343.7924,GWh
Denmark,Sep-19,Total Exports,Electricity,618.9562,GWh
Denmark,Sep-19,Distribution Losses,Electricity,157.072,GWh
Denmark,Sep-19,Final Consumption (Calculated),Electricity,2634.8155,GWh
Denmark,Sep-19,Net Electricity Production,Wind,1508.6056,GWh
France,Sep-19,Net Electricity Production,Electricity,38376.7437,GWh
France,Sep-19,Net Electricity Production,Nuclear,27533.4673,GWh
France,Sep-19,Net Electricity Production,Hydro,2659.8117,GWh
France,Sep-19,Net Electricity Production,Total Combustible Fuels,4076.9865,GWh
France,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",233.9374,GWh
France,Sep-19,Net Electricity Production,Natural Gas,2662.7347,GWh
France,Sep-19,Net Electricity Production,Solar,1277.8038,GWh
France,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7265.2557,GWh
France,Sep-19,Total Imports,Electricity,1134.3497,GWh
France,Sep-19,Total Exports,Electricity,6004.434,GWh
France,Sep-19,Distribution Losses,Electricity,2381.8058,GWh
France,Sep-19,Final Consumption (Calculated),Electricity,30561.6765,GWh
France,Sep-19,Net Electricity Production,Wind,2735.7089,GWh
Germany,Sep-19,Net Electricity Production,Electricity,43741.7842,GWh
Germany,Sep-19,Net Electricity Production,Nuclear,5790.4898,GWh
Germany,Sep-19,Net Electricity Production,Hydro,1846.2101,GWh
Germany,Sep-19,Net Electricity Production,Total Combustible Fuels,22747.6458,GWh
Germany,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",11344.9987,GWh
Germany,Sep-19,Net Electricity Production,Natural Gas,6870.6522,GWh
Germany,Sep-19,Net Electricity Production,Solar,4102.6958,GWh
Germany,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18743.37,GWh
Germany,Sep-19,Total Imports,Electricity,4037.0803,GWh
Germany,Sep-19,Total Exports,Electricity,5206.4393,GWh
Germany,Sep-19,Distribution Losses,Electricity,2028.3655,GWh
Germany,Sep-19,Final Consumption (Calculated),Electricity,39871.1546,GWh
Germany,Sep-19,Net Electricity Production,Wind,9106.1534,GWh
Japan,Sep-19,Net Electricity Production,Electricity,84483.7998,GWh
Japan,Sep-19,Net Electricity Production,Nuclear,4169.8379,GWh
Japan,Sep-19,Net Electricity Production,Hydro,7252.4107,GWh
Japan,Sep-19,Net Electricity Production,Total Combustible Fuels,64868.4222,GWh
Japan,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",25459.3198,GWh
Japan,Sep-19,Net Electricity Production,Natural Gas,32225.257,GWh
Japan,Sep-19,Net Electricity Production,Solar,5988.9013,GWh
Japan,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15876.2492,GWh
Japan,Sep-19,Total Imports,Electricity,0.0,GWh
Japan,Sep-19,Total Exports,Electricity,0.0,GWh
Japan,Sep-19,Distribution Losses,Electricity,3738.817,GWh
Japan,Sep-19,Final Consumption (Calculated),Electricity,79552.5323,GWh
Japan,Sep-19,Net Electricity Production,Wind,426.5633,GWh
United Kingdom,Sep-19,Net Electricity Production,Electricity,23830.0434,GWh
United Kingdom,Sep-19,Net Electricity Production,Nuclear,4498.3824,GWh
United Kingdom,Sep-19,Net Electricity Production,Hydro,716.8556,GWh
United Kingdom,Sep-19,Net Electricity Production,Total Combustible Fuels,11955.058,GWh
United Kingdom,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",266.9191,GWh
United Kingdom,Sep-19,Net Electricity Production,Natural Gas,8448.0323,GWh
United Kingdom,Sep-19,Net Electricity Production,Solar,1318.5186,GWh
United Kingdom,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10178.9607,GWh
United Kingdom,Sep-19,Total Imports,Electricity,1666.4566,GWh
United Kingdom,Sep-19,Total Exports,Electricity,368.5128,GWh
United Kingdom,Sep-19,Distribution Losses,Electricity,1673.4169,GWh
United Kingdom,Sep-19,Final Consumption (Calculated),Electricity,23288.5224,GWh
United Kingdom,Sep-19,Net Electricity Production,Wind,5335.977,GWh
United States,Sep-19,Net Electricity Production,Electricity,366189.103,GWh
United States,Sep-19,Net Electricity Production,Nuclear,65906.1362,GWh
United States,Sep-19,Net Electricity Production,Hydro,19289.9783,GWh
United States,Sep-19,Net Electricity Production,Total Combustible Fuels,246626.4905,GWh
United States,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",89846.13,GWh
United States,Sep-19,Net Electricity Production,Natural Gas,147930.8741,GWh
United States,Sep-19,Net Electricity Production,Solar,8894.0951,GWh
United States,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",58076.3024,GWh
United States,Sep-19,Total Imports,Electricity,5076.3003,GWh
United States,Sep-19,Total Exports,Electricity,1660.6341,GWh
United States,Sep-19,Distribution Losses,Electricity,16130.4648,GWh
United States,Sep-19,Final Consumption (Calculated),Electricity,350773.1496,GWh
United States,Sep-19,Net Electricity Production,Wind,23739.1491,GWh
People's Republic of China,Sep-19,Net Electricity Production,Electricity,595766.3895,GWh
People's Republic of China,Sep-19,Net Electricity Production,Nuclear,27888.5991,GWh
People's Republic of China,Sep-19,Net Electricity Production,Hydro,123406.0998,GWh
People's Republic of China,Sep-19,Net Electricity Production,Total Combustible Fuels,397897.4752,GWh
People's Republic of China,Sep-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",371642.8012,GWh
People's Republic of China,Sep-19,Net Electricity Production,Natural Gas,16217.9528,GWh
People's Republic of China,Sep-19,Net Electricity Production,Solar,20858.4908,GWh
People's Republic of China,Sep-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",178448.9462,GWh
People's Republic of China,Sep-19,Net Electricity Production,Wind,25699.81,GWh
Australia,Aug-19,Net Electricity Production,Electricity,21701.0216,GWh
Australia,Aug-19,Net Electricity Production,Nuclear,0.0,GWh
Australia,Aug-19,Net Electricity Production,Hydro,1378.2191,GWh
Australia,Aug-19,Net Electricity Production,Total Combustible Fuels,16957.8995,GWh
Australia,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",11702.1597,GWh
Australia,Aug-19,Net Electricity Production,Natural Gas,4567.8989,GWh
Australia,Aug-19,Net Electricity Production,Solar,1465.3154,GWh
Australia,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5004.8645,GWh
Australia,Aug-19,Total Imports,Electricity,0.0,GWh
Australia,Aug-19,Total Exports,Electricity,0.0,GWh
Australia,Aug-19,Distribution Losses,Electricity,871.8998,GWh
Australia,Aug-19,Final Consumption (Calculated),Electricity,20770.4331,GWh
Australia,Aug-19,Net Electricity Production,Wind,1899.5876,GWh
Denmark,Aug-19,Net Electricity Production,Electricity,1488.4801,GWh
Denmark,Aug-19,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Aug-19,Net Electricity Production,Hydro,0.7988,GWh
Denmark,Aug-19,Net Electricity Production,Total Combustible Fuels,423.919,GWh
Denmark,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",12.6856,GWh
Denmark,Aug-19,Net Electricity Production,Natural Gas,77.785,GWh
Denmark,Aug-19,Net Electricity Production,Solar,119.012,GWh
Denmark,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1329.6214,GWh
Denmark,Aug-19,Total Imports,Electricity,1644.8905,GWh
Denmark,Aug-19,Total Exports,Electricity,370.3541,GWh
Denmark,Aug-19,Distribution Losses,Electricity,134.1978,GWh
Denmark,Aug-19,Final Consumption (Calculated),Electricity,2628.8186,GWh
Denmark,Aug-19,Net Electricity Production,Wind,944.7503,GWh
France,Aug-19,Net Electricity Production,Electricity,38598.2704,GWh
France,Aug-19,Net Electricity Production,Nuclear,27721.1644,GWh
France,Aug-19,Net Electricity Production,Hydro,3824.809,GWh
France,Aug-19,Net Electricity Production,Total Combustible Fuels,3792.1732,GWh
France,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",244.6583,GWh
France,Aug-19,Net Electricity Production,Natural Gas,2074.3659,GWh
France,Aug-19,Net Electricity Production,Solar,1487.5674,GWh
France,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7880.2761,GWh
France,Aug-19,Total Imports,Electricity,838.4052,GWh
France,Aug-19,Total Exports,Electricity,6408.1453,GWh
France,Aug-19,Distribution Losses,Electricity,2290.5021,GWh
France,Aug-19,Final Consumption (Calculated),Electricity,30220.3282,GWh
France,Aug-19,Net Electricity Production,Wind,1679.5908,GWh
Germany,Aug-19,Net Electricity Production,Electricity,42619.7481,GWh
Germany,Aug-19,Net Electricity Production,Nuclear,5470.1576,GWh
Germany,Aug-19,Net Electricity Production,Hydro,2181.3507,GWh
Germany,Aug-19,Net Electricity Production,Total Combustible Fuels,23512.6099,GWh
Germany,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",11888.3161,GWh
Germany,Aug-19,Net Electricity Production,Natural Gas,6833.4298,GWh
Germany,Aug-19,Net Electricity Production,Solar,5535.1986,GWh
Germany,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17391.2801,GWh
Germany,Aug-19,Total Imports,Electricity,5232.5914,GWh
Germany,Aug-19,Total Exports,Electricity,4365.6272,GWh
Germany,Aug-19,Distribution Losses,Electricity,1914.1953,GWh
Germany,Aug-19,Final Consumption (Calculated),Electricity,40924.2875,GWh
Germany,Aug-19,Net Electricity Production,Wind,5790.4241,GWh
Japan,Aug-19,Net Electricity Production,Electricity,94324.1984,GWh
Japan,Aug-19,Net Electricity Production,Nuclear,4594.8621,GWh
Japan,Aug-19,Net Electricity Production,Hydro,8605.0137,GWh
Japan,Aug-19,Net Electricity Production,Total Combustible Fuels,72231.3695,GWh
Japan,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",29243.7021,GWh
Japan,Aug-19,Net Electricity Production,Natural Gas,35203.9393,GWh
Japan,Aug-19,Net Electricity Production,Solar,6688.1336,GWh
Japan,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17963.556,GWh
Japan,Aug-19,Total Imports,Electricity,0.0,GWh
Japan,Aug-19,Total Exports,Electricity,0.0,GWh
Japan,Aug-19,Distribution Losses,Electricity,4174.3022,GWh
Japan,Aug-19,Final Consumption (Calculated),Electricity,88930.7804,GWh
Japan,Aug-19,Net Electricity Production,Wind,432.9562,GWh
United Kingdom,Aug-19,Net Electricity Production,Electricity,23394.3153,GWh
United Kingdom,Aug-19,Net Electricity Production,Nuclear,4139.7897,GWh
United Kingdom,Aug-19,Net Electricity Production,Hydro,608.0518,GWh
United Kingdom,Aug-19,Net Electricity Production,Total Combustible Fuels,11932.4772,GWh
United Kingdom,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",391.2452,GWh
United Kingdom,Aug-19,Net Electricity Production,Natural Gas,8125.4408,GWh
United Kingdom,Aug-19,Net Electricity Production,Solar,1513.2904,GWh
United Kingdom,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10298.8908,GWh
United Kingdom,Aug-19,Total Imports,Electricity,1878.6034,GWh
United Kingdom,Aug-19,Total Exports,Electricity,346.9711,GWh
United Kingdom,Aug-19,Distribution Losses,Electricity,1874.9259,GWh
United Kingdom,Aug-19,Final Consumption (Calculated),Electricity,22876.9028,GWh
United Kingdom,Aug-19,Net Electricity Production,Wind,5195.4545,GWh
United States,Aug-19,Net Electricity Production,Electricity,408915.4173,GWh
United States,Aug-19,Net Electricity Production,Nuclear,71925.915,GWh
United States,Aug-19,Net Electricity Production,Hydro,24209.1687,GWh
United States,Aug-19,Net Electricity Production,Total Combustible Fuels,281237.8048,GWh
United States,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",98520.8496,GWh
United States,Aug-19,Net Electricity Production,Natural Gas,173002.3247,GWh
United States,Aug-19,Net Electricity Production,Solar,10354.276,GWh
United States,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",60691.6435,GWh
United States,Aug-19,Total Imports,Electricity,6140.3263,GWh
United States,Aug-19,Total Exports,Electricity,1273.5927,GWh
United States,Aug-19,Distribution Losses,Electricity,22745.2054,GWh
United States,Aug-19,Final Consumption (Calculated),Electricity,388138.4616,GWh
United States,Aug-19,Net Electricity Production,Wind,19419.4502,GWh
People's Republic of China,Aug-19,Net Electricity Production,Electricity,672169.3346,GWh
People's Republic of China,Aug-19,Net Electricity Production,Nuclear,30877.6704,GWh
People's Republic of China,Aug-19,Net Electricity Production,Hydro,141433.5513,GWh
People's Republic of China,Aug-19,Net Electricity Production,Total Combustible Fuels,453407.1263,GWh
People's Republic of China,Aug-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",423489.7305,GWh
People's Republic of China,Aug-19,Net Electricity Production,Natural Gas,18480.4776,GWh
People's Republic of China,Aug-19,Net Electricity Production,Solar,21032.6341,GWh
People's Republic of China,Aug-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",197534.6057,GWh
People's Republic of China,Aug-19,Net Electricity Production,Wind,25402.438,GWh
Australia,Jul-19,Net Electricity Production,Electricity,21787.8656,GWh
Australia,Jul-19,Net Electricity Production,Nuclear,0.0,GWh
Australia,Jul-19,Net Electricity Production,Hydro,1473.1179,GWh
Australia,Jul-19,Net Electricity Production,Total Combustible Fuels,17309.5802,GWh
Australia,Jul-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",12250.8469,GWh
Australia,Jul-19,Net Electricity Production,Natural Gas,4387.09,GWh
Australia,Jul-19,Net Electricity Production,Solar,1146.3942,GWh
Australia,Jul-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4740.6962,GWh
Australia,Jul-19,Total Imports,Electricity,0.0,GWh
Australia,Jul-19,Total Exports,Electricity,0.0,GWh
Australia,Jul-19,Distribution Losses,Electricity,875.389,GWh
Australia,Jul-19,Final Consumption (Calculated),Electricity,20849.7468,GWh
Australia,Jul-19,Net Electricity Production,Wind,1858.7733,GWh
Denmark,Jul-19,Net Electricity Production,Electricity,1671.3394,GWh
Denmark,Jul-19,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Jul-19,Net Electricity Production,Hydro,0.5632,GWh
Denmark,Jul-19,Net Electricity Production,Total Combustible Fuels,420.1874,GWh
Denmark,Jul-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",0.0,GWh
Denmark,Jul-19,Net Electricity Production,Natural Gas,68.2844,GWh
Denmark,Jul-19,Net Electricity Production,Solar,140.179,GWh
Denmark,Jul-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1534.7172,GWh
Denmark,Jul-19,Total Imports,Electricity,1615.7891,GWh
Denmark,Jul-19,Total Exports,Electricity,656.8932,GWh
Denmark,Jul-19,Distribution Losses,Electricity,142.0635,GWh
Denmark,Jul-19,Final Consumption (Calculated),Electricity,2488.1717,GWh
Denmark,Jul-19,Net Electricity Production,Wind,1110.4097,GWh
France,Jul-19,Net Electricity Production,Electricity,41153.8855,GWh
France,Jul-19,Net Electricity Production,Nuclear,29195.0424,GWh
France,Jul-19,Net Electricity Production,Hydro,4472.5623,GWh
France,Jul-19,Net Electricity Production,Total Combustible Fuels,4130.1397,GWh
France,Jul-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",311.3088,GWh
France,Jul-19,Net Electricity Production,Natural Gas,2645.2858,GWh
France,Jul-19,Net Electricity Production,Solar,1491.738,GWh
France,Jul-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8317.4514,GWh
France,Jul-19,Total Imports,Electricity,937.8783,GWh
France,Jul-19,Total Exports,Electricity,6550.0891,GWh
France,Jul-19,Distribution Losses,Electricity,2518.5242,GWh
France,Jul-19,Final Consumption (Calculated),Electricity,32638.7365,GWh
France,Jul-19,Net Electricity Production,Wind,1771.4375,GWh
Germany,Jul-19,Net Electricity Production,Electricity,44132.5641,GWh
Germany,Jul-19,Net Electricity Production,Nuclear,5430.1647,GWh
Germany,Jul-19,Net Electricity Production,Hydro,2032.7946,GWh
Germany,Jul-19,Net Electricity Production,Total Combustible Fuels,23944.8568,GWh
Germany,Jul-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",12527.8239,GWh
Germany,Jul-19,Net Electricity Production,Natural Gas,6724.1844,GWh
Germany,Jul-19,Net Electricity Production,Solar,6017.8687,GWh
Germany,Jul-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18433.4638,GWh
Germany,Jul-19,Total Imports,Electricity,4704.8913,GWh
Germany,Jul-19,Total Exports,Electricity,4644.9566,GWh
Germany,Jul-19,Distribution Losses,Electricity,2028.6014,GWh
Germany,Jul-19,Final Consumption (Calculated),Electricity,41601.828,GWh
Germany,Jul-19,Net Electricity Production,Wind,6565.8587,GWh
Japan,Jul-19,Net Electricity Production,Electricity,86733.6436,GWh
Japan,Jul-19,Net Electricity Production,Nuclear,5052.6018,GWh
Japan,Jul-19,Net Electricity Production,Hydro,9406.1029,GWh
Japan,Jul-19,Net Electricity Production,Total Combustible Fuels,64412.2497,GWh
Japan,Jul-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",28508.7292,GWh
Japan,Jul-19,Net Electricity Production,Natural Gas,29752.57,GWh
Japan,Jul-19,Net Electricity Production,Solar,5707.7391,GWh
Japan,Jul-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17707.8681,GWh
Japan,Jul-19,Total Imports,Electricity,0.0,GWh
Japan,Jul-19,Total Exports,Electricity,0.0,GWh
Japan,Jul-19,Distribution Losses,Electricity,3838.3835,GWh
Japan,Jul-19,Final Consumption (Calculated),Electricity,82109.4313,GWh
Japan,Jul-19,Net Electricity Production,Wind,395.9348,GWh
United Kingdom,Jul-19,Net Electricity Production,Electricity,23885.0752,GWh
United Kingdom,Jul-19,Net Electricity Production,Nuclear,3708.1241,GWh
United Kingdom,Jul-19,Net Electricity Production,Hydro,437.3778,GWh
United Kingdom,Jul-19,Net Electricity Production,Total Combustible Fuels,14616.4752,GWh
United Kingdom,Jul-19,Net Electricity Production,"Coal, Peat and Manufactured Gases",150.572,GWh
United Kingdom,Jul-19,Net Electricity Production,Natural Gas,11058.9501,GWh
United Kingdom,Jul-19,Net Electricity Production,Solar,1600.1012,GWh
United Kingdom,Jul-19,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8515.0696,GWh
United Kingdom,Jul-19,Total Imports,Electricity,1975.2315,GWh
United Kingdom,Jul-19,Total Exports,Electricity,355.0074,GWh
United Kingdom,Jul-19,Distribution Losses,Electricity,1747.0588,GWh
United Kingdom,Jul-19,Final Consumption (Calculated),Electricity,23614.6713,GWh
United Kingdom,Jul-19,Net Electricity Production,Wind,3517.7452,GWh
